4010101001;Nama Produk;;Nama Material;;Jumlah Per Karton;Satuan
;;2010711006;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,09288;KG
;;;;;;
4010401012;POLYMORPH HEAVY DUTY 37.5X60 60S YELLOW @8;3021402007;JR FN 90-14 H 80%R/10%P/10%ES 37.5 CM HDY;;9,72;KG
;;2010711006;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,09288;KG
;;;;;;
4010401013;POLYMORPH HEAVY DUTY 37.5X60 60S BLUE @8;3021402008;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDB;;9,72;KG
;;2010711006;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,09288;KG
;;;;;;
4010401024;POLYMORPH HEAVY DUTY 37.5X60 60S RED @6;3021402006;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDR;;7,29;KG
;;2010710001;CARTON BOX NTUC ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,06966;KG
;;;;;;
4010401025;POLYMORPH HEAVY DUTY 37.5X60 60S YELLOW @6;3021402007;JR FN 90-14 H 80%R/10%P/10%ES 37.5 CM HDY;;7,29;KG
;;2010710001;CARTON BOX NTUC ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,06966;KG
;;;;;;
4010401026;POLYMORPH HEAVY DUTY 37.5X60 60S BLUE @6;3021402008;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDB;;7,29;KG
;;2010710001;CARTON BOX NTUC ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,06966;KG
;;;;;;
4010401008;POLYMORPH HEAVY DUTY 30X60 10S WHITE @33;3021402005;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;;5,346;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400035;STC LABEL POLYMORPH HD 30X60 ;;33;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,13068;KG
;;;;;;
4010401009;POLYMORPH HEAVY DUTY VALUE PACK 1 KG MIX @6;3021402001;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;;1,5;KG
;;3021402002;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;;1,5;KG
;;3021402003;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;;1,5;KG
;;3021402004;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;;1,5;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607018;PLASTIK PP 30X51 CM ;;0,11712;KG
;;;;;;
4010401010;POLYMORPH HEAVY DUTY VALUE PACK 1 KG WHITE @6;3021402005;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;;6;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607018;PLASTIK PP 30X51 CM ;;0,11712;KG
;;;;;;
4010402001;POLYMORPH MD 30X32 10S MIX @63;3021301001;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;;1,2096;KG
;;3021301002;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;;1,2096;KG
;;3021301003;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;;1,2096;KG
;;3021301004;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;;1,2096;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400039;STC LABEL POLYMORPH MD 30X32 ;;63;PCS
;;2010607028;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;;0,13734;KG
;;;;;;
4010402002;POLYMORPH MD 30X32 10S WHITE @63;3021301007;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;;4,8384;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400039;STC LABEL POLYMORPH MD 30X32 ;;63;PCS
;;2010607028;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;;0,13734;KG
;;;;;;
4010402003;POLYMORPH MD VALUE PACK 0.5 KG MIX @12;3021301001;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;;1,5;KG
;;3021301002;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;;1,5;KG
;;3021301003;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;;1,5;KG
;;3021301004;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;;1,5;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607029;PLASTIK PP 31.5X36 CM ;;0,08628;KG
;;;;;;
4010402004;POLYMORPH MD VALUE PACK 0.5 KG WHITE @12;3021301007;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;;6;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607029;PLASTIK PP 31.5X36 CM ;;0,08628;KG
;;;;;;
4010402005;POLYMORPH MD 30X45 (ROLL) MIX @6;3011401002;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDB;;1,377;KG
;;3011401003;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDG;;1,377;KG
;;3011401004;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDR;;1,377;KG
;;3011401005;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDY;;1,377;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400040;STC LABEL POLYMORPH MD 30X45 ;;6;PCS
;;;;;;
4010402006;POLYMORPH MD 30X45 (ROLL) WHITE @6;3011401001;MR FN 80-25 D 50%R/40%P/10%ES 165 CM;;5,508;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400040;STC LABEL POLYMORPH MD 30X45 ;;6;PCS
;;;;;;
4010402007;POLYMORPH MD 30X60 10S MIX @36;3021301001;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;;1,296;KG
;;3021301002;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;;1,296;KG
;;3021301003;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;;1,296;KG
;;3021301004;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;;1,296;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400041;STC LABEL POLYMORPH MD 30X60 ;;36;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,14256;KG
;;;;;;
4010402008;POLYMORPH MD 30X60 10S WHITE @33;3021301007;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;;4,752;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400041;STC LABEL POLYMORPH MD 30X60 ;;36;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,14256;KG
;;;;;;
4010402009;POLYMORPH MD VALUE PACK 1 KG MIX @6;3021301001;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;;1,5;KG
;;3021301002;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;;1,5;KG
;;3021301003;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;;1,5;KG
;;3021301004;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;;1,5;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607018;PLASTIK PP 30X51 CM ;;0,05856;KG
;;;;;;
4010402010;POLYMORPH MD VALUE PACK 1 KG WHITE @6;3021301007;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;;6;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607018;PLASTIK PP 30X51 CM ;;0,05856;KG
;;;;;;
4010403001;POLYMORPH LD 30X32 10S MIX @66;3020801005;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;;1,0296;KG
;;3020801006;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;;1,0296;KG
;;3020801007;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;;1,0296;KG
;;3020801008;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;;1,0296;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,21252;KG
;;2010400036;STC LABEL POLYMORPH LD 30X32 ;;66;PCS
;;;;;;
4010403002;POLYMORPH LD 30X32 10S WHITE @63;3020801010;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;;3,9312;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,20286;KG
;;2010400036;STC LABEL POLYMORPH LD 30X32 ;;63;PCS
;;;;;;
4010403003;POLYMORPH LD VALUE PACK 0.5 KG MIX @12;3020801005;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;;1,5;KG
;;3020801006;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;;1,5;KG
;;3020801007;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;;1,5;KG
;;3020801008;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;;1,5;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,21252;KG
;;2010400036;STC LABEL POLYMORPH LD 30X32 ;;66;PCS
;;;;;;
4010403004;POLYMORPH LD VALUE PACK 0.5 KG WHITE @12;3020801010;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;;6;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,03864;KG
;;;;;;
4010403005;POLYMORPH LD 30X45 (ROLL) MIX @6;3010901004;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDG;;1,2504375;KG
;;3010901005;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDB;;1,2504375;KG
;;3010901006;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDR;;1,2504375;KG
;;3010901007;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDY;;1,2504375;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400037;STC LABEL POLYMORPH LD 30X45 ;;6;PCS
;;;;;;
4010403006;POLYMORPH LD 30X45 (ROLL) WHITE @6;3010901001;MR FN 65-25 D 50%R/42.5%P/7.5%ES 165 CM;;5,00175;KG
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400037;STC LABEL POLYMORPH LD 30X45 ;;6;PCS
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;;;;;
4010403007;POLYMORPH LD 30X60 10S MIX @39;3020801005;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;;1,14075;KG
;;3020801006;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;;1,14075;KG
;;3020801007;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;;1,14075;KG
;;3020801008;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;;1,14075;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,15444;KG
;;2010400041;STC LABEL POLYMORPH MD 30X60 ;;39;PCS
;;2010400038;STC LABEL POLYMORPH LD 30X60 ;;39;PCS
;;;;;;
4010403008;POLYMORPH LD 30X60 10S WHITE @33;3020801010;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;;3,861;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400041;STC LABEL POLYMORPH MD 30X60 ;;33;PCS
;;2010400038;STC LABEL POLYMORPH LD 30X60 ;;33;PCS
;;;;;;
4010403009;POLYMORPH LD VALUE PACK 1 KG MIX @6;3020801005;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;;1,5;KG
;;3020801006;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;;1,5;KG
;;3020801007;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;;1,5;KG
;;3020801008;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;;1,5;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607018;PLASTIK PP 30X51 CM ;;0,05856;KG
;;;;;;
4010403010;POLYMORPH LD VALUE PACK 1 KG WHITE @6;3020801010;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;;6;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607018;PLASTIK PP 30X51 CM ;;0,05856;KG
;;;;;;
;;;;;;
;;;;;;
4010404001;POLYMORPH SWEEPER MOP STICK  @24;3020101002;JR FN 35-25 D 85%P/15%ES 21 CM MCD;;0,494;KG
;;1070000001;POLYMORPH MOP STICK  @24;;24;PCS
;;2010607024;PLASTIK PP 11X20 CM ;;0,03072;KG
;;;;;;
4010500001;STELLA JUMBO ROLL 50S @20;3010901001;MR FN 65-25 D 50%R/42.5%P/7.5%ES 165 CM;;9,75;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,16254;KG
;;;;;;
4010500002;STELLA DRY WIPE 20X24 100S @14;3020801001;JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL;;4,368;KG
;;2010711006;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;;1;PCS
;;2010607017;PLASTIK PP 28X29 CM ;;0,06916;KG
;;;;;;
4010500004;STELLA DRY WIPE 20X24 100S @12;3020801001;JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL;;3,744;KG
;;2010725001;CARTON BOX WATSON ;;1;PCS
;;2010607017;PLASTIK PP 28X29 CM ;;0,05928;KG
;;;;;;
4010500005;STELLA DRY WIPE 20X24 100S @8;3020801001;JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL;;2,496;KG
;;2010725001;CARTON BOX WATSON ;;1;PCS
;;2010607017;PLASTIK PP 28X29 CM ;;0,05928;KG
;;;;;;
4010600001;POLYMORPH LAP RAYON 40S MIX @30 (CTN);3011001002;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB;;2,45;KG
;;3011001003;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRG;;2,45;KG
;;3011001004;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRR;;2,45;KG
;;2010711006;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;;1;PCS
;;2010602001;PLASTIK CRYOPACK IDM SERBET ;;30;PCS
;;2010500009;KERTAS LABEL POLYMORPH LAP RAYON ;;30;PCS
;;;;;;
4010600002;POLYMORPH LAP RAYON 40S WHITE @30 (CTN);3011001001;MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM;;7,35;KG
;;2010711006;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;;1;PCS
;;2010602001;PLASTIK CRYOPACK IDM SERBET ;;30;PCS
;;2010500009;KERTAS LABEL POLYMORPH LAP RAYON ;;30;PCS
;;;;;;
4010600003;POLYMORPH LAP RAYON 40S MIX @40 (BALL);3011001002;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB;;3,266666667;KG
;;3011001003;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRG;;3,266666667;KG
;;3011001004;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRR;;3,266666667;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010602005;PLASTIK CRYOPACK LAP RAYON 40S ;;40;PCS
;;;;;;
4010600007;POLYMORPH LAP RAYON 40S BLUE @40 (BALL);3011001002;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB;;9,8;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010602005;PLASTIK CRYOPACK LAP RAYON 40S ;;40;PCS
;;;;;;
4010600008;POLYMORPH LAP RAYON 40S GREEN @40 (BALL);3011001003;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRG;;9,8;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010602005;PLASTIK CRYOPACK LAP RAYON 40S ;;40;PCS
;;;;;;
4010600009;POLYMORPH LAP RAYON 40S RED @40 (BALL);3011001004;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRR;;9,8;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010602005;PLASTIK CRYOPACK LAP RAYON 40S ;;40;PCS
;;;;;;
4010600004;LAP RAYON 40S RED (MAGTIS) @40;3011001001;MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM;;9,8;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010602005;PLASTIK CRYOPACK LAP RAYON 40S ;;40;PCS
;;;;;;
4010600005;LAP RAYON 40S BLUE (MAGTIS) @40;3011001001;MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM;;9,8;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010602005;PLASTIK CRYOPACK LAP RAYON 40S ;;40;PCS
;;;;;;
4010700001;MAGIC CLEAN DRY 60S @24;3020101002;JR FN 35-25 D 85%P/15%ES 21 CM MCD;;2,96352;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010126001;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;;24;PCS
;;2010400026;STC LABEL LABEL 60S MAGIC CLEAN DRY ;;24;PCS
;;;;;;
4010700007;MAGIC CLEAN DRY 85S @24;1060100001;SPUNBOND LIVINGSTONE WHITE 20 CM;;3,08448;KG
;;2010717013;CARTON BOX ONLINE NO 9 ;;1;PCS
;;2010126001;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;;24;PCS
;;2010400106;STC MAGIC CLEAN 85S ;;24;PCS
;;;;;;
4010700008;MAGIC CLEAN DRY 85S @12;1060100001;SPUNBOND LIVINGSTONE WHITE 20 CM;;1,54224;KG
;;2010707009;CARTON BOX INDOMARET BABY 50S POLOS @24 ;;1;PCS
;;2010126001;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;;12;PCS
;;2010400106;STC MAGIC CLEAN 85S ;;12;PCS
;;;;;;
4010700002;MAGIC CLEAN DRY 60S @6;3020101002;JR FN 35-25 D 85%P/15%ES 21 CM MCD;;0,74088;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010126001;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;;6;PCS
;;2010400026;STC LABEL LABEL 60S MAGIC CLEAN DRY ;;6;PCS
;;;;;;
4010700003;MAGIC CLEAN WET 30S @24;3020701003;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;;2,243808;KG
;;2010711003;CARTON BOX POLYMORPH MAGIC CLNWET30S@16 ;;1;PCS
;;2010126003;PACKAGING MAGIC CLEAN WET 30S 8/22 @4166;;24;PCS
;;2010400033;STC LABEL PENUTUP MAGIC CLEAN WET FREE5 ;;24;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;24;PCS
;;1050200001;PARFUM ANNABETH MF 11524 ;0,20%;0,0197455;KG
;;1050100004;CHEMICAL AMISOFT ECS 22 ;0,20%;0,0197455;KG
;;1050100001;CHEMICAL ABLUMINE/SANISOL ;0,12%;0,0118473;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,10%;0,0098728;KG
;;1050100037;CHEMICAL AQUADEST ;99,38%;9,8115441;KG
;;;;;;
3050108001;WIP MAGIC CLEAN WET 30S ;3020701003;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;;1,495872;KG
;;2010711003;CARTON BOX POLYMORPH MAGIC CLNWET30S@16 ;;1;PCS
;;2010126003;PACKAGING MAGIC CLEAN WET 30S 8/22 @4166;;16;PCS
;;2010400033;STC LABEL PENUTUP MAGIC CLEAN WET FREE5 ;;16;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;16;PCS
;;1050200001;PARFUM ANNABETH MF 11524 ;0,20%;0,011967;KG
;;1050100004;CHEMICAL AMISOFT ECS 22 ;0,20%;0,011967;KG
;;1050100001;CHEMICAL ABLUMINE/SANISOL ;0,42%;0,0251306;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,10%;0,0059835;KG
;;1050100037;CHEMICAL AQUADEST ;99,38%;5,9463904;KG
;;;;;;
4010700004;MAGIC CLEAN WET 30S @16;3050108001;WIP MAGIC CLEAN WET 30S ;;16;PCK
;;2010711003;CARTON BOX POLYMORPH MAGIC CLNWET30S@16 ;;1;PCS
;;;;;;
4010700005;MAGIC CLEAN WET 30S @6;3020701003;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;;0,560952;KG
;;2010711004;CARTON BOX POLYMORPH MAGIC CLNWET 30S@6 ;;1;PCS
;;2010126002;PACKAGING MAGIC CLEAN WET 30S-BLUE @3846;;6;PCS
;;2010400032;STC LABEL PENUTUP MAGIC CLEAN WET 40X30 ;;6;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;6;PCS
;;1050200001;PARFUM ANNABETH MF 11524 ;0,20%;0,0049364;KG
;;1050100004;CHEMICAL AMISOFT ECS 22 ;0,20%;0,0049364;KG
;;1050100001;CHEMICAL ABLUMINE/SANISOL ;0,12%;0,0029618;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,10%;0,0024682;KG
;;1050100037;CHEMICAL AQUADEST ;99,38%;2,452886;KG
;;;;;;
4010700006;MAGIC CLEAN WET 30S BND @2X6;3020701003;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;;1,121904;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010126002;PACKAGING MAGIC CLEAN WET 30S-BLUE @3846;;12;PCS
;;2010400033;STC LABEL PENUTUP MAGIC CLEAN WET FREE5 ;;12;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;12;PCS
;;2010607007;PLASTIK PP 35X45 CM ;;0,01676;KG
;;1050200001;PARFUM ANNABETH MF 11524 ;0,20%;0,0098728;KG
;;1050100004;CHEMICAL AMISOFT ECS 22 ;0,20%;0,0098728;KG
;;1050100001;CHEMICAL ABLUMINE/SANISOL ;0,12%;0,0059237;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,10%;0,0049364;KG
;;1050100037;CHEMICAL AQUADEST ;99,38%;4,9057721;KG
;;;;;;
4010800001;NTUC MULTI PURPOSE WIPES 12S @42;3022001002;JR 76-16H 60%R/40%P 30 CM;;3,792096;KG
;;3022001002;JR 76-16H 60%R/40%P 30 CM;;3,792096;KG
;;2010710001;CARTON BOX NTUC ;;1;PCS
;;2010606003;POLYBAG PRINTING NTUC 10+2 pcs ;;42;PCS
;;;;;;
4010800002;GRADE B (EX-NTUC) 35X60 1 KG ;;;;;
4010900001;SABER 30X34 900S @1;;;;;
4011000001;TANDOX WETLACE 50:50 30X34CM  @1;;;;;
;;;;;;
4019900001;TISSUE KOMPOR 1 KG @8;3019700001;MR GRADE C ;;8;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,09288;KG
;;;;;;
4019900002;TISSUE KOMPOR 1 KG (BC) @10;3019700001;MR GRADE C ;;10;KG
;;2011100001;KARUNG BAGOR  ;;1;PCS
;;2010607003;PLASTIK PP 35X52 CM ;;0,1161;KG
;;2012100012;STC BARCODE TISSUE KOMPOR ;;10;PCS
;;;;;;
3050201001;WIP INDOMARET WET WIPES 50S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;1,1232;KG
;;2010113002;PACKAGING INDOMARET 50S @4545;;24;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;24;PCS
0,05%;0,0022773;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,001853;KG
0,12%;0,0054631;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,004448;KG
;Tambahan;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,01112;KG
0,13%;0,056991;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,004633;KG
0,14%;0,0062625;1050200021;PARFUM PREMIUM LD ;0,15%;0,00556;KG
0,21%;0,0093982;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,00834;KG
99,36%;4,525471976;1050100037;CHEMICAL AQUADEST ;99,03%;3,670606;KG
;;;;;;
4020101001;INDOMARET WET WIPES 50S FT @24;3050201001;WIP INDOMARET WET WIPES 50S ;;24;PCK
;;2010707002;CARTON BOX INDOMARET 50S FT @24 ;;1;PCS
;;2013100003;PARTISI COAK 1 365 X 250 MM INDOMARET 50S  ;;1;PCS
;;2013100004;PARTISI COAK 1 125 X 250 MM INDOMARET 50S  ;;1;PCS
;;2010201001;STC FLIPTOP INDOMARET 50S FT @4000;;24;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;24;PCS
;;;;;;
3050201002;WIP INDOMARET BABY WIPES 50S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;1,1232;KG
;;2010113003;PACKAGING INDOMARET BABY 50S @4545;;24;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;24;PCS
;0,002485;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,001853;KG
;0,059542;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,004448;KG
;0,011176;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,00834;KG
;0,007446;1050200013;PARFUM JOHN BEDTIME ;0,15%;0,00556;KG
;0,0062114;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,004633;KG
;0,059542;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,01112;KG
;;1050100037;CHEMICAL AQUADEST ;99,03%;3,670606;KG
;;;;;;
4020101002;INDOMARET BABY WIPES 50S FT @24;3050201002;WIP INDOMARET BABY WIPES 50S ;;24;PCK
;;2010707003;CARTON BOX INDOMARET BABY 50S FT @24 ;;1;PCS
;;2013100008;PARTISI COAK 1 215 X 230 MM INDOMARET BABY 50S  ;;1;PCS
;;2013100009;PARTISI COAK 1 365 X 230 MM INDOMARET BABY 50S  ;;1;PCS
