Kode Produk;Nama Produk;Nama Material;Jumlah Per Karton;Satuan
;0,059542;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,01112;KG
;;CHEMICAL AQUADEST ;3,670606;KG
;;;;
4020101002;INDOMARET BABY WIPES 50S FT @24;WIP INDOMARET BABY WIPES 50S ;24;PCK
;;CARTON BOX INDOMARET BABY 50S FT @24 ;1;PCS
;;PARTISI COAK 1 215 X 230 MM INDOMARET BABY 50S  ;1;PCS
;;PARTISI COAK 1 365 X 230 MM INDOMARET BABY 50S  ;1;PCS
;;STC FLIPTOP INDOMARET BABY 50S FT @4000;24;PCS
;;FLIP TOP WHITE (NEW CHINA) ;24;PCS
;;;;
3050201003;WIP INDOMARET WET WIPES 10S ;JR 40-76 H 20% R/80%P 36 CM ADPZ40;1,01088;KG
;;PACKAGING INDOMARET 10S @8275;108;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;108;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001668;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,004003;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00417;KG
;;PARFUM PREMIUM LD ;0,005004;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,007506;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,010008;KG
;;CHEMICAL AQUADEST ;3,303546;KG
;;;;
4020101003;INDOMARET WET WIPES 10S @108;WIP INDOMARET WET WIPES 10S ;108;PCK
;;CARTON BOX INDOMARET 10S @108 ;1;PCS
;;PARTISI COAK 2 380 X 200 MM INDOMARET 10S  ;1;PCS
;;PARTISI COAK 2 280 X 200 MM INDOMARET 10S  ;1;PCS
;;PLASTIK PP 20X31 CM ;0,03771;KG
;;STC BARCODE INDOMARET 10S ;9;PCS
;;;;
3050201011;WIP INDOMARET ALCOHOL WIPES 10S ;JR FN 40-76 H 20% R/80%P 40 CM;1,01088;KG
;;PACKAGING INDOMARET ALCOHOL WP 10S @8000;108;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;108;PCS
;3,12741;CHEMICAL ETHANOL/ETHYL ALCOHOL ;2,501928;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0050039;KG
;;CHEMICAL AQUADEST ;0,8289721;KG
;;;;
3050201011;WIP INDOMARET ALCOHOL WIPES 10S ;JR FN 40-76 H 20% R/80%P 40 CM;1,01088;KG
;;PACKAGING INDOMARET ALCOHOL WP 10S @8000;108;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;108;PCS
;1,250964;CHEMICAL ISOPROPYL ALCOHOL (IPA) ;1,0007712;KG
;;CHEMICAL ABLUMINE/SANISOL ;0,0040031;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0033359;KG
;;PARFUM GRAPE FLAVOR ;0,0033359;KG
;;CHEMICAL AQUADEST ;2,3244579;KG
;;;;
4020101004;INDOMARET ALCOHOL WIPES 10S @108;WIP INDOMARET ALCOHOL WIPES 10S ;108;PCK
;;CARTON BOX INDOMARET ALCOHOL WIPES 10S ;1;PCS
;;PLASTIK PP 16X25CM ;18;PCS
;;;;
4020102005;INDOMARET SERBET SERBAGUNA 26S @30;MR FN 90-14 H 50%R/40%P/10%ES 165 CM HDG;6,1425;KG
;;CARTON BOX SERBET INDOMARET 26S @30 ;1;PCS
;;PLASTIK CRYOPACK IDM SERBET ;30;PCS
;;KERTAS LABEL SERBET INDOMARET ;30;PCS
;;KERTAS LABEL BULAT SERBET INDOMARET ;30;PCS
;;;;
4020201001;MOMAMI ANTI BACTERIAL 30S @48;JR FN 50-76 H 50% R/50%P 20 CM;2,16;KG
;;CARTON BOX MOMAMI 30S @48 ;1;PCS
;;PACKAGING MOMAMI ANTI BACTERIAL30S @4545;48;PCS
;;STC REMOVABLE MOMAMI ANTIBACTERIAL @4000;48;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,014256;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,014256;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,005346;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0085536;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0057024;KG
;;PARFUM BAMBI BABY ;0,003564;KG
;;CHEMICAL AQUADEST ;7,076322;KG
;;;;
4020201002;MOMAMI PACIFIER & BOTTLE 30S @48;JR FN 50-76 H 50% R/50%P 20 CM;2,16;KG
;;CARTON BOX MOMAMI 30S @48 ;1;PCS
;;PACKAGING MOMAMI PACIFIER & BTL30S @4545;48;PCS
;;STC REMOVABLE MOMAMI PACIFIER WP @4000;48;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,007128;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,07128;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0085536;KG
;;CHEMICAL SODIUM BENZOAT ;0,014256;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,003564;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,010692;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,003564;KG
;;CHEMICAL XYLITOL C ;0,014256;KG
;;PARFUM STRAWBERRY YL ;0,0007128;KG
;;CHEMICAL AQUADEST ;6,9939936;KG
;;;;
4020201003;MOMAMI SALINE WIPES 30S @48;JR FN 50-76 H 50% R/50%P 20 CM;2,16;KG
;;CARTON BOX MOMAMI 30S @48 ;1;PCS
;;PACKAGING MOMAMI SALINE WATER 30S @4545;48;PCS
;;STC REMOVABLE MOMAMI SALINE WATER @4000;48;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,007128;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,07128;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0085536;KG
;;CHEMICAL SODIUM BENZOAT ;0,014256;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,003564;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,010692;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,007128;KG
;;CHEMICAL NaCl ;0,064152;KG
;;PARFUM VITAMIN E OIL ACETATE ;0,003564;KG
;;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,007128;KG
;;CHEMICAL AQUADEST ;6,9305544;KG
;;;;
4020201004;MOMAMI WATER WIPES 30S @48;JR FN 50-76 H 50% R/50%P 20 CM;2,16;KG
;;CARTON BOX MOMAMI 30S @48 ;1;PCS
;;PACKAGING MOMAMI WATER WIPES 30S @4545;48;PCS
;;STC REMOVABLE MOMAMI WATER WIPES @4000;48;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,010692;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,021384;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0028512;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,007128;KG
;;CHEMICAL SODIUM BENZOAT ;0,014256;KG
;;PARFUM MELON FLOWERY 14576 ;0,0007128;KG
;;CHEMICAL AQUADEST ;7,070976;KG
;;;;
4020201005;MOMAMI CITRAPELLA WIPES 1S @48X20;;;
;;;;
4020201006;MOMAMI TOOTH & GUM 1S @48X20;JR FN 50-76 H 50% R/50%P 13 CM;0,5616;KG
;;CARTON BOX MOMAMI 1S ;1;PCS
;;PACKAGING MOMAMI TOOTH & GUM 1S @25000;960;PCS
;;INNER BOX MOMAMI TOOTH & GUM 1S ;48;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0025483;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,0169884;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0020386;KG
;;CHEMICAL SODIUM BENZOAT ;0,0033977;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,0008494;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,0025483;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,0021236;KG
;;CHEMICAL XYLITOL C ;0,010193;KG
;;PARFUM GRAPE FLAVOR ;0,0001699;KG
;;CHEMICAL AQUADEST ;1,6579829;KG
;;;;
3050201012;WIP STARDEC WASH GLOVES 4S ;JR 70-6H 50% R/40% P/10% ES 15 CM BJHB70T;0,9072;KG
;;PACKAGING STARDEC 4S @4347;48;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;48;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0027216;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,015241;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0027216;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0072576;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,0108864;KG
;;CHEMICAL ALLANTOIN ;0;KG
;;PARFUM LEMON VERBANA ;0,0018144;KG
;;CHEMICAL AQUADEST ;3,5881574;KG
;;;;
4020301001;STARDEC WASH GLOVES 4S @48;WIP STARDEC WASH GLOVES 4S ;48;PCK
;;CARTON BOX STARDEC 4S+8S ;1;PCS
;;;;
4020301002;STARDEC WASH GLOVES 8S @36;JR FN 80-14 H 50%R/40%P/10%ES 15 CM;1,5552;KG
;;CARTON BOX STARDEC 4S+8S ;1;PCS
;;PACKAGING STARDEC 8S @4347;36;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;36;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0051322;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0082115;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0051322;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0136858;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,0205286;KG
;;CHEMICAL ALLANTOIN ;0,0068429;KG
;;PARFUM LEMON VERBANA ;0,0034214;KG
;;CHEMICAL AQUADEST ;6,7799255;KG
;;;;
3050201013;WIP STARDEC WASH GLOVES 8S ;JR 70-6H 50% R/40% P/10% ES 15 CM BJHB70T;0,9072;KG
;;PACKAGING STARDEC 8S @4347;24;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;24;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0027216;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,015241;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0027216;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0072576;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,0108864;KG
;;CHEMICAL ALLANTOIN ;0;KG
;;PARFUM LEMON VERBANA ;0,0018144;KG
;;CHEMICAL AQUADEST ;3,5881574;KG
;;;;
4020301003;STARDEC WASH GLOVES 8S @24;WIP STARDEC WASH GLOVES 8S ;24;PCK
;;CARTON BOX STARDEC 4S+8S ;1;PCS
;;;;
4020401002;HYGIENE QUALITY 1S @800;JR FN 40-76 H 30% R/70%P 20 CM;0,896;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;PACKAGING HYGIENE QUALITY 1S @13635;800;PCS
;;PLASTIK PP 17X28 CM ;0,05152;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0022176;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,000887;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,003696;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0035482;KG
;;CHEMICAL AQUADEST ;2,9464512;KG
;;;;
4020401003;HYGIENE QUALITY 1S @1100;JR FN 40-76 H 30% R/70%P 20 CM;1,232;KG
;;CARTON BOX INDOMARET 30S ;1;PCS
;;PACKAGING HYGIENE QUALITY 1S @13635;1100;PCS
;;PLASTIK PP 17X28 CM ;0,07084;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0030492;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0012197;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,005082;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0048787;KG
;;CHEMICAL AQUADEST ;4,0513704;KG
;;;;
4020401004;HYGIENE QUALITY 1S @1200;JR FN 40-76 H 30% R/70%P 20 CM;1,344;KG
;;CARTON BOX SABER ;1;PCS
;;PACKAGING HYGIENE QUALITY 1S @13635;1200;PCS
;;PLASTIK PP 17X28 CM ;0,07728;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0033264;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0013306;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,005544;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0053222;KG
;;CHEMICAL AQUADEST ;4,4196768;KG
;;;;
3050201005;WIP HYGIENE QUALITY 1S ;JR FN 40-76 H 30% R/70%P 20 CM;0,784;KG
;;PACKAGING HYGIENE QUALITY 1S @13635;750;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001764;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0007056;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00294;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0028224;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,007056;KG
;;CHEMICAL AQUADEST ;2,336712;KG
;;;;
4020401005;HYGIENE QUALITY 1S @15x50;WIP HYGIENE QUALITY 1S ;750;PCK
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;PLASTIK PP 17X28 CM ;0,0483;KG
;;;;
4020401006;HYGIENE QUALITY 1S @14x50;WIP HYGIENE QUALITY 1S ;700;PCK
;;CARTON BOX FLD HAND SANITIZER 60ML D3.5 ;1;PCS
;;PLASTIK PP 17X28 CM ;0,04508;KG
;;;;
4020401001;HYGIENE QUALITY 1S @12x50;WIP HYGIENE QUALITY 1S ;600;PCK
;;CARTON BOX FLD HAND SANITIZER 60ML D3.5 ;1;PCS
;;PLASTIK PP 17X28 CM ;0,03864;KG
;;;;
4020501001;LARISST 50S BND @12X2;JR FN 40-76 H 50% R/50%P 20 CM;1,44;KG
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;PACKAGING LARISST 50S @6000;24;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;24;PCS
;;PLASTIK PRINTING LARISST 50S (16X26X04) ;12;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,003267;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0052272;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,009801;KG
;;PARFUM JOHN BEDTIME ;0,006534;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,005445;KG
;;CHEMICAL AQUADEST ;4,3257258;KG
;;;;
3050201004;WIP LARISST 50S ;JR 40-76 H 20% R/80%P 36 CM ADPZ40;1,6848;KG
;;PACKAGING LARISST 50S @6000;36;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;36;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0025272;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0060653;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0113724;KG
;;PARFUM JOHN BEDTIME ;0,0075816;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,006318;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0151632;KG
;;CHEMICAL AQUADEST ;5,0053723;KG
;;;;
4020501002;LARISST 50S BND @18X2;WIP LARISST 50S ;36;PCK
;;CARTON BOX LARISST 50S @18X2 (36X33X19) ;1;PCS
;;PARTISI COAK 1 355 X 190 MM LARISST 50S  ;1;PCS
;;PARTISI COAK 2 325 X 190 MM LARISST 50S  ;1;PCS
;;POLYBAG LARISST 50S BND 7/22 @3846;18;PCS
;;;;
4020601001;FREEPORT 1S @600;;;
;;;;
4020701001;ANDALAN 10S @72;JR FN 40-25 D 50% R/50%P 30 CM ANDALAN;0,67392;KG
;;CARTON BOX ANDALAN 10S @72 ;1;PCS
;;PACKAGING ANDALAN 10S  @6666;72;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;72;PCS
;;PLASTIK PP 20X31 CM ;0,02514;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,0136587;KG
;;CHEMICAL TROY CARE PE 91 ;0,0163089;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0010193;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0016309;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,001427;KG
;;CHEMICAL BETTEL PEPPER LIQUID EXTRACT ;0,0081544;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,0020386;KG
;;CHEMICAL LACTID ACID ;0,0020386;KG
;;CHEMICAL PEPPERMINT GLYCOLIC EXTRACT ;0,0040772;KG
;;PARFUM LOVE STORY ;0,0010193;KG
;;CHEMICAL AQUADEST ;1,9872351;KG
;;;;
4020701002;ANDALAN 1S @750;JR FN 40-25 D 50% R/50%P 30 CM ANDALAN;0,9;KG
;;PACKAGING ANDALAN 1S  @8695;750;Pcs
;;CARTON BOX ANDALAN 1S  ;1;Pcs
;;CHEMICAL PROPYLENE GLYCOL ;0,0182408;Kg
;;CHEMICAL TROY CARE PE 91 ;0,02178;Kg
;;CHEMICAL TAGAT CH40/PEG 40 HCO ;0,0013613;Kg
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,002178;Kg
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0019058;Kg
;;CHEMICAL BETTEL PEPPER LIQUID EXTRACT ;0,01089;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,0027225;Kg
;;CHEMICAL LACTID ACID ;0,0027225;KG
;;CHEMICAL PEPPERMINT GLYCOLIC EXTRACT ;0,005445;Kg
;;PARFUM LOVE STORY ;0,0013613;KG
;;BREATHABLE FILM 30GSMX1630MM ;2,653893;KG
;;;;
4020801001;VITAFLOW 25S @117;JR FN 45-25D 70% R/30%P 20 CM VF;3,94875;KG
;;CARTON BOX VITAFLOW ;1;PCS
;;INNER BOX VITAFLOW 25S SMALL ;117;PCS
;;POF WRAPPING VITAFLOW BABY DRY WP 25S ;117;PCS
;;;;
4020801002;VITAFLOW 100S @36;JR FN 45-25D 70% R/30%P 20 CM VF;15,795;KG
;;CARTON BOX VITAFLOW ;1;PCS
;;INNER BOX VITAFLOW 100S MEDIUM ;36;PCS
;;POF WRAPPING VITAFLOW BABY DRY WP 100S ;36;PCS
;;;;
4020801003;VITAFLOW 200S @18;JR FN 45-25D 70% R/30%P 20 CM VF;31,59;KG
;;CARTON BOX VITAFLOW ;1;PCS
;;INNER BOX VITAFLOW 100S MEDIUM ;18;PCS
;;POF WRAPPING VITAFLOW BABY DRY WP 200S ;18;PCS
;;;;
4020901001;BELLVADA ULTIMATE 30S @45;JR FN 45-76 H 50% R/50%P 30 CM;1,8225;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;PACKAGING BELLVADA 30S @5882;45;PCS
;;STC REMOVABLE BELLVADA ULTIMATE ;45;PCS
;;CHEMICAL PROPYLENE GLYCOL ;0,0350831;KG
;;CHEMICAL TROY CARE PE 91 ;0,0420998;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0070166;KG
;;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,0350831;KG
;;PARFUM VITAMIN E OIL ACETATE ;0,0070166;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0105249;KG
;;CHEMICAL AMISOFT ECS 22 ;0,0105249;KG
;;PARFUM GREEN TEA ;0,0070166;KG
;;CHEMICAL AQUADEST ;6,8622593;KG
;;;;
3050201010;WIP SHINECOAT CAT WET WIPES 50S ;JR FN 40-76 H 50% R/50%P 20 CM;1,44;KG
;;PACKAGING SHINE COAT CAT WETWP 50S @4545;24;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;24;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00324;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,005184;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00324;KG
;;PARFUM CITRON LEMON R 0311172 ;0,00216;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0054;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,01296;KG
;;CHEMICAL AQUADEST ;4,287816;KG
;;;;
4021001001;SHINECOAT CAT WET WIPES 50S @24;WIP SHINECOAT DOG WET WIPES 50S ;24;PCK
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;;;
3050201009;WIP SHINECOAT DOG WET WIPES 50S ;JR FN 40-76 H 50% R/50%P 20 CM;1,44;KG
;;PACKAGING SHINE COAT DOG WETWP 50S @4545;24;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;24;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00324;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,005184;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00324;KG
;;PARFUM CITRON LEMON R 0311172 ;0,00216;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0054;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,01296;KG
;;CHEMICAL AQUADEST ;4,287816;KG
;;;;
4021001002;SHINECOAT DOG WET WIPES 50S @24;JR FN 40-76 H 50% R/50%P 20 CM;24;PCK
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;;;
3050201006;WIP GLOVECLEAN 2S ;JR 70-6H 50% R/40% P/10% ES 15 CM BJHB70T;0,9072;KG
;;PACKAGING GLOVE CLEAN 2S @5000;96;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;96;PCS
;;PARFUM MUSCUTE ;0,003629;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,005443;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,005443;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,010886;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,015241;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,003629;KG
;;CHEMICAL AQUADEST ;3,584529;KG
;;;;
4021101001;GLOVECLEAN BODY WASH GLOVE 2S @96;WIP GLOVECLEAN 2S ;96;PCK
;;CARTON BOX GLOVE CLEAN ;1;PCS
;;PLASTIK PP 20X31 CM ;0,03352;KG
;;;;
3050201008;WIP SANSFLUO TOOTH & GUM 1S ;JR FN 50-76 H 50% R/50%P 10 CM SANSFLUO;0,825;KG
;;PACKAGING SANSSFLUO 1S @20000;1500;PCS
;;CHEMICAL GLYCERIN ;0,02475;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,0037125;KG
;;CHEMICAL SODIUM BENZOAT ;0,017325;KG
;;PARFUM STRAWBERRY AC ;0,0002475;KG
;;CHEMICAL XYLITOL C ;0,2475;KG
;;CHEMICAL AQUADEST ;2,181465;KG
;;;;
4021201001;SANSFLUO TOOTH & GUM 1S @10X150;WIP SANSFLUO TOOTH & GUM 1S ;1500;PCK
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;PLASTIK PP 20X31 CM ;0,06285;KG
;;;;
4021301001;TRITON DRY GLOVE 100S @2X800;JR FN 80-25 D 50%R/40%P/10%ES 15 CM;8,64;KG
;;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;1;PCS
;;PLASTIK PE 90 CM ;0,06;KG
;;;;
4021501001;AYLA INTIMATE TISSUE MANJAKANI 1S @15X50;JR FN 40-76 H 50% R/50%P 20 CM;0,9;Kg
;;PACKAGING AYLA MANJAKANI INTIM 1S @10434;750;PCS
;;CARTON BOX AIR FAST/ HQ ;1;Pcs
;;PLASTIK PP 16X25CM ;0,04065;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,027225;Kg
;;CHEMICAL TROY CARE PE 91 ;0,02178;Kg
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0020419;Kg
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0019058;Kg
;;CHEMICAL LACTID ACID ;0,0027225;KG
;;CHEMICAL MANJAKANI EXTRACT/OAK GALL ;0,0136125;KG
;;CHEMICAL COMTHING SGS ;0,05445;KG
;;PARFUM GREEN TEA ;0,0013613;KG
;;CHEMICAL AQUADEST ;2,5974011;KG
;;;;
4021401001;AMIRADERM FACIAL TISSUE GREENTEA 30S @48;JR FN 45-76 H 100% R 30 CM;1,944;KG
;;PACKAGING AMIRADERM 30S ;48;PCS
;;CARTON BOX AMIRA 30S ;1;Pcs
;;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;48;PCS
;;CHEMICAL TEA TREE OIL ;0,0037422;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0056133;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,0501455;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0074844;KG
;;CHEMICAL TROY CARE PE 91 ;0,0598752;KG
;;PARFUM GREEN TEA ;0,0074844;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0112266;KG
;;CHEMICAL NIACINAMIDE ;0,0598752;KG
;;CHEMICAL AQUADEST ;7,2789532;KG
;;;;
4021401002;AMIRADERM SHINING FACIAL TISSUE 30S @48;JR FN 45-76 H 100% R 30 CM;1,944;KG
;;PACKAGING AMIRADERM 30S ;48;PCS
;;CARTON BOX AMIRA 30S ;1;PCS
;;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;48;PCS
;;CHEMICAL HYDROLIZED COLLAGEN (EUGLENA) ;0,0112266;KG
;;CHEMICAL TRANEXAMIC ACID (TEA) ;0,0112266;KG
;;CHEMICAL TETRA HIDRO CURCUMIN (THC) ;0,0022453;KG
;;CHEMICAL ETHYL ARSORBIC ACID (EAA) ;0,0112266;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,074844;KG
